date1,price_gemini,price_bitmex,spread,profit,net_pct_return,cumulative
2022-09-03 10:00:00,20054.0,19818.16,119.00196587372375,92.69256076245208,0.009269256076245208,5116.699163741773
2022-09-03 11:00:00,19999.0,19770.89,115.37669776120492,89.0767183470258,0.008907671834702582,5205.775882088799
2022-09-03 12:00:00,19784.0,19794.97,5.541811884535491,31.5274031736357,0.0031527403173635697,5237.303285262435
2022-09-03 13:00:00,19856.5,19821.53,17.64243224413076,8.403438079703985,0.0008403438079703984,5245.7067233421385
2022-09-03 14:00:00,19781.5,19759.56,11.103486110014273,14.925382953871765,0.0014925382953871764,5260.6321062960105
2022-09-03 15:00:00,19838.0,19716.1,61.827643398035434,35.66689152520054,0.003566689152520054,5296.298997821211
2022-09-03 16:00:00,19775.5,19745.47,15.208551632349554,10.830990601894555,0.0010830990601894555,5307.129988423106
2022-09-03 17:00:00,19857.0,19752.71,52.79781862843083,26.66054429999691,0.002666054429999691,5333.790532723103
2022-09-03 18:00:00,19801.0,19794.44,3.3140619285022694,22.694554632511835,0.0022694554632511836,5356.485087355614
2022-09-03 19:00:00,19857.0,19833.37,11.914263687915081,14.1167133976735,0.00141167133976735,5370.6018007532875
2022-09-03 20:00:00,19757.0,19810.32,26.915264367258715,52.84528467990384,0.0052845284679903844,5423.447085433191
2022-09-03 21:00:00,19775.0,19785.74,5.42815179012905,31.414038595474715,0.0031414038595474715,5454.8611240286655
2022-09-03 22:00:00,19815.5,19792.99,11.372713268687221,14.656855785811366,0.0014656855785811366,5469.517979814477
2022-09-03 23:00:00,19757.0,19779.5,11.375413938672864,37.345837862432305,0.0037345837862432303,5506.86381767691
2022-09-04 00:00:00,19757.0,19803.89,23.67716645567998,49.615605822895205,0.004961560582289521,5556.479423499805
2022-09-04 01:00:00,19856.5,19769.77,43.87000961569174,17.755947590690948,0.0017755947590690948,5574.235371090496
2022-09-04 02:00:00,19753.0,19702.85,25.453170480412155,0.6130077628369222,6.130077628369221e-05,5574.848378853333
2022-09-04 03:00:00,19787.5,19637.69,76.28697672689668,50.088630587406755,0.005008863058740675,5624.9370094407395
2022-09-04 04:00:00,19857.0,19731.22,63.74669179097873,37.58095039232219,0.0037580950392322185,5662.5179598330615
2022-09-04 05:00:00,19830.0,19783.27,23.620968626521062,2.4404458919078955,0.0002440445891907895,5664.958405724969
2022-09-04 06:00:00,19830.0,19764.97,32.90164366553654,6.816099392006148,0.0006816099392006148,5671.774505116976
2022-09-04 07:00:00,19777.0,19850.0,36.77581863979867,62.6802015113352,0.00626802015113352,5734.454706628311
2022-09-04 08:00:00,19856.5,19875.0,9.30817610062877,35.28397484276714,0.0035283974842767137,5769.738681471078
2022-09-04 09:00:00,19857.0,19711.08,74.02942913325751,47.83695261751104,0.0047836952617511036,5817.575634088589
2022-09-04 10:00:00,19857.0,19734.51,62.06893406524978,35.907554836680134,0.0035907554836680134,5853.483188925269
2022-09-04 11:00:00,19694.0,19783.42,45.19946500655533,71.08194639753829,0.007108194639753829,5924.565135322808
2022-09-04 12:00:00,19660.0,19902.02,121.60574655235905,147.2895716113229,0.01472895716113229,6071.85470693413
2022-09-04 13:00:00,19758.0,19845.67,44.17588320273353,70.06102590640643,0.0070061025906406425,6141.915732840536
2022-09-04 14:00:00,19815.0,19848.9,17.079032087422092,43.034626603994795,0.004303462660399479,6184.950359444531
2022-09-04 15:00:00,19705.0,19885.61,90.82447055936427,116.58832693590992,0.011658832693590991,6301.5386863804415
2022-09-04 16:00:00,19830.0,19912.15,41.256217937290785,67.14895177065384,0.0067148951770653826,6368.687638151096
2022-09-04 17:00:00,19971.5,19874.06,49.02873393760456,22.901259229366783,0.0022901259229366777,6391.588897380462
2022-09-04 18:00:00,19669.0,19838.29,85.33497594802793,111.11310501056306,0.011111310501056307,6502.702002391025
2022-09-04 19:00:00,19743.5,20008.78,132.58179659129564,158.23708392015828,0.01582370839201583,6660.939086311184
2022-09-04 20:00:00,19710.0,19922.04,106.43488317461379,132.1581524783598,0.013215815247835981,6793.097238789544
2022-09-04 21:00:00,19844.0,19840.27,1.8800147377023677,24.12487330061566,0.0024124873300615662,6817.2221120901595
2022-09-04 22:00:00,19954.0,19856.32,49.1934054245703,23.065502570466425,0.0023065502570466423,6840.287614660626
2022-09-04 23:00:00,19839.5,19884.33,22.545391270412438,48.48677325310936,0.004848677325310936,6888.774387913735
2022-09-05 00:00:00,19867.0,19897.91,15.53429480784689,41.49390564134649,0.004149390564134649,6930.268293555082
2022-09-05 01:00:00,19994.0,19722.29,137.76797724807693,111.40978050723193,0.011140978050723192,7041.6780740623135
2022-09-05 02:00:00,19906.5,19787.53,60.123724386014146,33.967402702610514,0.0033967402702610515,7075.645476764924
2022-09-05 03:00:00,19838.0,19744.43,47.3905805333452,21.267365023958504,0.0021267365023958503,7096.912841788882
2022-09-05 04:00:00,19999.0,19779.92,110.75878972210376,84.47081686882629,0.00844708168688263,7181.383658657709
2022-09-05 05:00:00,19890.5,19774.22,58.80383651036391,32.65094653543696,0.003265094653543696,7214.034605193146
2022-09-05 06:00:00,20018.5,19699.33,162.02073877639305,135.59948485557442,0.013559948485557442,7349.63409004872
2022-09-05 07:00:00,19942.5,19693.72,126.32453391233321,99.99609012416114,0.009999609012416115,7449.630180172881
2022-09-05 08:00:00,19989.0,19727.72,132.44308009237648,106.0987280841363,0.01060987280841363,7555.728908257018
